"ID","F-number","JH-number","title","Dimensions","creator-place","creator-date","credits","details","rgb_img","bw_img","rgb_shape","bw_shape","heads","Head of a Woman","Head of a Man","Head of a Woman 1","Head of a Woman 2","Head of a Woman 3","Head of a Woman 4","Head of a Prostitute","Head of an Old Man","Torso of Venus","Torso of Venus 1","Torso of Venus 2","Torso of Venus 3","this torso of Venus","standing torso of Venus","Plaster Cast of a Womans Torso","Plaster Cast of a Womans Torso 1","Male Torso","drawing","painting","portrait","still life","nude","cityscape","animal art","Horse","Kneeling Ecorche","Portrait of a Prostitute","Woman Sewing","The Potato Eaters","Letter from Vincent van Gogh to Theo van Gogh with sketches of Head of a Woman and Head of a Woman","Van Gogh wrote","he wrote","drew","complementary colours","which he painted a number of times","He would use this technique more than once in his later work","1881","1884","1885","1886","1887","1890","Nuenen","Antwerp","Paris","Brussels","self-portrait","artists portrait","Vincent van Gogh","Self-Portrait or Portrait of Theo van Gogh","Self-Portrait with Straw Hat and Pipe","Self-Portrait as a Painter","Self-Portrait with Straw Hat","Self-Portrait with Glass","Self-Portrait","Self-Portrait 1","Self-Portrait 2","Portrait of Pere Tanguy","Portrait of Pere Tanguy 1","Portrait of a Woman","Portrait of a Woman 1","Portrait of an Old Man","Portrait of Doctor Gachet","Portrait of Doctor Gachet 1","Portrait of Doctor Gachet 2","Portrait of Doctor Gachet 3","Portrait of Doctor Gachet 4","Portrait of Doctor Gachet 5","Portrait of Doctor Gachet 6","Portrait of Doctor Gachet 7","Old Man Drinking Coffee","Old Man Drinking Coffee 1","Old Man with a Stick","Old Man with a Stick 1","Seated Zouave","The Zouave","Seated Girl Seen from the Front","Nude Girl, Seated","Courtesan (after Eisen)","Two Manzai Dancers and Kite Flying Women and Children at the New Year","Little Child","Digger","The Potato Eaters 1","The Potato Eaters (#1)","Study for The Potato Eaters","Studies of the Interior of a Cottage, and a Sketch of The Potato Eaters","Four People Sharing a Meal","Undergrowth","Undergrowth 1","Trees and Undergrowth","Dish with Citrus Fruit","Still Life with Earthenware and Bottles","Skull","Apples","Grapes","Beer Tankards","Basket of Potatoes","Basket of Potatoes 1","Baskets of Potatoes","Basket of Apples","Basket of Apples 1","Basket of Apples 2","Impasse des Deux Freres","Flame Nettle in a Flowerpot","Small Bottle with Peonies and Blue Delphiniums","Basket of Hyacinth Bulbs","Glass with Yellow Roses","Carafe and Dish with Citrus Fruit","bathing scene","nature","flowers","figure (representation)","landscape (representation)","genre picture","peasant life","interior scene","street scene","townscape","river landscape","cafe scene","seascape","coastal landscape","marine","history (visual work)","study","print","sketch","religion","allegory","New Print of Insects and Small Creatures","Letter from Vincent van Gogh to Theo van Gogh with sketch of The Potato Eaters (recto)","Letter from Vincent van Gogh to Theo van Gogh with sketch of The Reformed Church in Nuenen","Letter from Vincent van Gogh to Theo van Gogh with sketches of The Potato Eaters, Man and a Woman Planting Potatoes and Two Women Working in the Fields","Letter from Vincent van Gogh to Theo van Gogh with sketches of Three Orchards and Small Pear Tree in Blossom","trial proof","Three Novels","Auvers-sur-Oise","Saint-Remy-de-Provence","Arles","The Hague","Nieuw Amsterdam","Amsterdam","Drenthe","Etten","Ramsgate","Flenu","At Saint-Lazare","At Eternitys Gate","Square Saint-Pierre at Sunset","The Hill of Montmartre with Stone Quarry","The Hill of Montmartre with Stone Quarry 1","View of Paris with Notre-Dame and the Pantheon","View of Paris with the Hotel de Ville and the Tour Saint-Jacques","View of Paris with the Opera","Entrance to the Moulin de la Galette","Gardens on Montmartre and the Blute-Fin Windmill","The Labours of the Fields","Montmartre: Windmills and Allotments","View of Paris","Boulevard de Clichy","View from Theos Apartment","View from the Apartment in the Rue Lepic","The Boulevard de Clichy","Garden with Courting Couples: Square Saint-Pierre","Water Hyacinth, Sandpiper and Kingfisher, from the album New Selection of Birds and Flowers","Sudden Evening Shower on the Great Bridge near Atake, from the series One Hundred Views of Famous Places in Edo","Yoshiwara: The Field of Floating Islands in the Fuji Marshes, no. 15 from the series Collection of Illustrations of Famous Places near the Fifty-Three Stations [Along the Tokaido]","The Residence with Plum Trees at Kameido, from the series One Hundred Views of Famous Places in Edo","The Sagami River, from the series Thirty-Six Views of Mount Fuji","Tracing of The Plum Tree Teahouse at Kameido of Hiroshige","Tracing of the Cover of Paris Illustre. Le Japon","Flowering Plum Orchard (after Hiroshige)","Burning Weeds","Peasant Burning Weeds","A Workmans Meal Break","Sorrow","Worn Out","1871 - 1880","1882","1883","1888","1889"
"d0346V1962","F1477","JH1411","Park with Fence","31.9 cm x 24.4 cm","Arles","September 1888","Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","pencil, reed pen and ink, on paper","Data\Img\d0346V1962\vangoghmuseum-d0346V1962-800-rgb.jpg","Data\Img\d0346V1962\vangoghmuseum-d0346V1962-800-bw.jpg","[800, 608, 3]","[800, 608]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=cityscape","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Arles","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1888","localhost"
"d0347V1962","F1495","JH1555","Railway Storage Yard","24.2 cm x 32.0 cm","Arles","August 1888","Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","pencil, pen and reed pen and ink, on paper","Data\Img\d0347V1962\vangoghmuseum-d0347V1962-800-rgb.jpg","Data\Img\d0347V1962\vangoghmuseum-d0347V1962-800-bw.jpg","[602, 800, 3]","[602, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=cityscape","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=landscape (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Arles","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1888","localhost"
"d0348V1962","F1441","JH1543","The Sower","24.4 cm x 32.0 cm","Arles","August 1888","Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","pencil, pen and reed pen and ink, on paper","Data\Img\d0348V1962\vangoghmuseum-d0348V1962-800-rgb.jpg","Data\Img\d0348V1962\vangoghmuseum-d0348V1962-800-bw.jpg","[607, 800, 3]","[607, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=landscape (representation)","https://vangoghmuseum.nl/en/collection?Genre=genre picture","https://vangoghmuseum.nl/en/collection?Genre=peasant life","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Arles","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1888","localhost"
"d0349V1962","F1420","JH1501","La Crau Seen from Montmajour","49.0 cm x 61.0 cm","Arles","July 1888","Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","pencil, pen and reed pen and ink, on paper","Data\Img\d0349V1962\vangoghmuseum-d0349V1962-800-rgb.jpg","Data\Img\d0349V1962\vangoghmuseum-d0349V1962-800-bw.jpg","[635, 800, 3]","[635, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=landscape (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Arles","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1888","localhost"
"d0350V1962","F1392","JH1218","Window in the Bataille Restaurant","54.0 cm x 39.8 cm","Paris","February-March 1887","Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","pen and ink, chalk, on paper","Data\Img\d0350V1962\vangoghmuseum-d0350V1962-800-rgb.jpg","Data\Img\d0350V1962\vangoghmuseum-d0350V1962-800-bw.jpg","[800, 584, 3]","[800, 584]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=cityscape","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=genre picture","localhost","https://vangoghmuseum.nl/en/collection?Genre=interior scene","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0351V1962","F1407","JH1034","A Guinguette","38.7 cm x 52.5 cm","Paris","February-March 1887","Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","pencil, pen and brush and ink, chalk, on paper","Data\Img\d0351V1962\vangoghmuseum-d0351V1962-800-rgb.jpg","Data\Img\d0351V1962\vangoghmuseum-d0351V1962-800-bw.jpg","[586, 800, 3]","[586, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=cityscape","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=genre picture","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=café scene","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0352V1962","F1411","JH1305","Shed with Sunflowers","31.6 cm x 24.1 cm","Paris","August-September 1887","Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","pencil, pen and ink, watercolour, on paper","Data\Img\d0352V1962\vangoghmuseum-d0352V1962-800-rgb.jpg","Data\Img\d0352V1962\vangoghmuseum-d0352V1962-800-bw.jpg","[800, 609, 3]","[800, 609]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=cityscape","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=genre picture","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=street scene","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0353V1962","F1409","JH1276","Sailing Boat on the Seine at Asnieres","53.8 cm x 39.5 cm","Paris","April-September 1887","Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","pencil, chalk, on paper","Data\Img\d0353V1962\vangoghmuseum-d0353V1962-800-rgb.jpg","Data\Img\d0353V1962\vangoghmuseum-d0353V1962-800-bw.jpg","[800, 584, 3]","[800, 584]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=cityscape","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=landscape (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=marine","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0354V1962","F1390","JH1097","View of Paris with the Opera","22.7 cm x 30.1 cm","Paris","March-May 1886","Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","chalk on paper","Data\Img\d0354V1962\vangoghmuseum-d0354V1962-800-rgb.jpg","Data\Img\d0354V1962\vangoghmuseum-d0354V1962-800-bw.jpg","[597, 800, 3]","[597, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=cityscape","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0013V1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0355V1962","F1400","JH1283","Road Running Beside the Paris Ramparts","39.7 cm x 53.8 cm","Paris","June-September 1887","Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","pencil, watercolour, chalk, brush and (oil?)paint, pen and ink, on paper","Data\Img\d0355V1962\vangoghmuseum-d0355V1962-800-rgb.jpg","Data\Img\d0355V1962\vangoghmuseum-d0355V1962-800-bw.jpg","[590, 800, 3]","[590, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=cityscape","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0356V1962","F1393","JH1217","The Boulevard de Clichy","40.1 cm x 54.4 cm","Paris","February 1887","Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","pencil, pen and ink, chalk, watercolour, on paper","Data\Img\d0356V1962\vangoghmuseum-d0356V1962-800-rgb.jpg","Data\Img\d0356V1962\vangoghmuseum-d0356V1962-800-bw.jpg","[591, 800, 3]","[591, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=cityscape","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0094V1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
